hour,timestamp,Tair_C,Tinternal_C,T110_C,T60_C,T35_C,T20_C,T15_C,T10_C,T5_C,T0_C,T15s_C,T40s_C,Site_Name
11/17/23 19:00,2023-11-18T00:57:00Z,8,9.64,8.25,8.3275,8.13,9.265,7.94,7.75,7.75,7.41,6.279999999999999,5.970000000000001,A4
11/17/23 20:00,2023-11-18T01:30:37Z,7.6125,10.7425,7.72,7.71125,7.56375,7.69,7.21125,7.0175,7.0325,6.9075,6.19375,5.970000000000001,A4
11/17/23 21:00,2023-11-18T02:31:42Z,6.642857142857143,9.474285714285715,7.1,7.001428571428572,7,7.154285714285714,6.411428571428571,6.161428571428571,6.2057142857142855,6.162857142857143,6.13,5.991428571428571,A4
11/17/23 22:00,2023-11-18T03:28:42Z,6.728571428571429,8.708571428571428,7.545714285714285,7.411428571428572,7.322857142857143,7.805714285714286,6.78,6.5285714285714285,6.457142857142857,6.054285714285714,6.201428571428571,6,A4
11/17/23 23:00,2023-11-18T04:29:37Z,7.3125,8.68875,7.52625,7.56375,7.5225,7.9225,7.19,7.016249999999999,7.04,6.4775,6.1975,6.029999999999999,A4
11/18/23 00:00,2023-11-18T05:30:42Z,6.742857142857143,8.448571428571428,7.207142857142857,7.25,7.2628571428571425,7.654285714285715,6.930000000000001,6.775714285714286,6.87,6.491428571428571,6.171428571428572,6.06,A4
11/18/23 01:00,2023-11-18T06:27:34Z,6.914285714285715,8.37857142857143,7.485714285714286,7.5200000000000005,7.401428571428571,8.018571428571429,7.161428571428571,7.002857142857143,7.072857142857143,6.632857142857143,6.26,6.069999999999999,A4
11/18/23 02:00,2023-11-18T07:28:37Z,7.45,8.55,7.845,7.92375,7.78875,8.12625,7.58625,7.43125,7.47,6.86125,6.311249999999999,6.12125,A4
11/18/23 03:00,2023-11-18T08:29:42Z,7.428571428571429,8.698571428571428,7.921428571428572,7.974285714285714,7.84,8.252857142857144,7.644285714285714,7.491428571428571,7.527142857142857,6.948571428571428,6.359999999999999,6.13,A4
11/18/23 04:00,2023-11-18T09:30:37Z,7.6,8.85375,8.196250000000001,8.2675,8.1575,8.696250000000001,7.970000000000001,7.82,7.8275,7.06625,6.2875,6.1375,A4
11/18/23 05:00,2023-11-18T10:31:42Z,7.785714285714286,9.062857142857144,8.411428571428571,8.484285714285715,8.367142857142857,8.912857142857144,8.17,8.001428571428573,8.001428571428573,7.035714285714286,6.304285714285714,6.1814285714285715,A4
11/18/23 06:00,2023-11-18T11:28:42Z,8.085714285714285,9.278571428571428,8.705714285714286,8.797142857142857,8.645714285714286,9.008571428571429,8.438571428571429,8.287142857142857,8.241428571428571,7.26,6.295714285714285,6.19,A4
11/18/23 07:00,2023-11-18T12:29:37Z,8.1875,9.4925,8.55625,8.6575,8.571250000000001,8.86,8.36875,8.21125,8.203750000000001,7.29125,6.3125,6.2275,A4
11/18/23 08:00,2023-11-18T13:30:42Z,5.828571428571428,8.724285714285715,5.591428571428572,5.76,5.75,6.241428571428571,5.591428571428572,5.5285714285714285,5.797142857142857,6.287142857142857,6.284285714285714,6.25,A4
11/18/23 09:00,2023-11-18T14:27:34Z,4.314285714285714,7.232857142857143,4.664285714285715,4.812857142857143,4.742857142857143,4.812857142857143,4.671428571428572,4.581428571428571,4.922857142857143,5.687142857142857,6.364285714285714,6.25,A4
11/18/23 10:00,2023-11-18T15:28:30Z,3.275,6.0175,3.61125,3.74375,3.70375,4.18,3.61875,3.5549999999999997,3.96375,4.99375,6.529999999999999,6.2875,A4
11/18/23 11:00,2023-11-18T16:29:25Z,2.5428571428571427,5.01,3.1714285714285713,3.2857142857142856,3.275714285714286,4.018571428571429,3.164285714285714,3.091428571428571,3.4914285714285715,4.525714285714286,6.367142857142857,6.31,A4
11/18/23 12:00,2023-11-18T17:30:22Z,2.175,4.4225,2.7125,2.7125,2.68125,3.51,2.6262499999999998,2.57,2.97125,4.22125,6.245,6.37125,A4
11/18/23 13:00,2023-11-18T18:31:08Z,0.7571428571428571,3.545714285714286,1.1885714285714286,1.3142857142857143,1.26,2.9042857142857144,1.3057142857142856,1.2785714285714285,1.7885714285714285,3.4657142857142857,6.138571428571429,6.397142857142857,A4
11/18/23 14:00,2023-11-18T19:28:00Z,-0.34285714285714286,2.5285714285714285,0.12571428571428572,0.2857142857142857,0.27714285714285714,1.0542857142857143,0.27714285714285714,0.2857142857142857,0.8114285714285715,2.7071428571428573,6.034285714285714,6.405714285714286,A4
11/18/23 15:00,2023-11-18T20:28:52Z,-0.5125,1.90625,0.11875,0.3225,0.345,1.345,0.38375,0.36875,0.8525,2.63375,5.94,6.385,A4
11/18/23 16:00,2023-11-18T21:29:34Z,-0.5857142857142857,1.7157142857142857,-0.008571428571428572,0.20714285714285716,0.24285714285714285,1.52,0.3585714285714286,0.3842857142857143,0.8757142857142858,2.6614285714285715,5.7942857142857145,6.3585714285714285,A4
11/18/23 17:00,2023-11-18T22:30:22Z,-0.2125,2.72875,0.79,1.025,1.12625,2.885,1.57125,1.6724999999999999,2.22875,3.65625,5.705,6.35125,A4
11/18/23 18:00,2023-11-18T23:31:08Z,-0.5571428571428572,3.6,0.15857142857142859,0.4657142857142857,0.4742857142857143,1.8157142857142856,0.8771428571428571,0.9742857142857143,1.6185714285714285,3.41,5.63,6.35,A4
11/18/23 19:00,2023-11-19T00:28:00Z,-1.1285714285714286,2.8485714285714288,-0.6528571428571429,-0.45285714285714285,-0.4828571428571429,0.7857142857142857,-0.29714285714285715,-0.24857142857142858,0.3842857142857143,2.4485714285714284,5.62,6.38,A4
11/18/23 20:00,2023-11-19T01:28:52Z,-1.7125000000000001,1.5875,-1.1025,-0.95375,-0.97,0.36625,-0.8937499999999999,-0.90125,-0.26,1.69625,5.56875,6.28875,A4
11/18/23 21:00,2023-11-19T02:29:42Z,-2.314285714285714,0.4742857142857143,-1.8857142857142857,-1.7257142857142858,-1.76,-0.9942857142857142,-1.7785714285714285,-1.7957142857142856,-1.18,0.9214285714285714,5.491428571428571,6.267142857142857,A4
11/18/23 22:00,2023-11-19T03:30:22Z,-2.75,-0.48625,-2.2525,-2.10375,-2.15,-1.30625,-2.17375,-2.21125,-1.61125,0.38375,5.3525,6.295,A4
