hour,timestamp,Tair_C,Tinternal_C,T100_C,T50_C,T25_C,T10_C,T5_C,T0_C,T5s_C,T10s_C,T25s_C,T50s_C,Site_Name
12/21/23 13:00,2023-12-21T18:29:00Z,-10.885714285714286,-7.821428571428571,-9.804285714285715,-9.598571428571429,-9.957142857142857,-9.965714285714286,-10.028571428571428,-9.735714285714286,-8.582857142857144,-3.992857142857143,1.34,3.9914285714285715,E1
12/21/23 14:00,2023-12-21T19:29:00Z,-10.775,-8.0725,-9.43125,-8.963750000000001,-9.48375,-9.525,-9.59625,-9.3375,-8.22125,-4.05875,1.2349999999999999,3.9325,E1
12/21/23 15:00,2023-12-21T20:29:00Z,-9.82857142857143,-7.26,-8.047142857142857,-7.2942857142857145,-8.278571428571428,-8.315714285714286,-8.401428571428571,-8.19,-7.18,-3.6557142857142857,1.1199999999999999,3.88,E1
12/21/23 16:00,2023-12-21T21:29:00Z,-8.525,-5.9,-5.91625,-3.5725,-5.485,-5.5025,-5.595,-5.68125,-4.66625,-2.07875,1.06,3.93875,E1
12/21/23 17:00,2023-12-21T22:29:00Z,-7.0285714285714285,-2.974285714285714,-4.43,-2,-4.09,-4.394285714285714,-4.572857142857143,-4.598571428571429,-3.644285714285714,-1.217142857142857,1.06,3.837142857142857,E1
12/21/23 18:00,2023-12-21T23:29:00Z,-5.8875,-1.21125,-3.705,-2,-3.4225,-3.50875,-3.50875,-3.6425,-2.7275,-0.7275,1.08625,3.7575,E1
12/21/23 19:00,2023-12-22T00:29:17Z,-5.271428571428571,-1.0114285714285713,-4.1971428571428575,-3.0185714285714287,-4.144285714285714,-3.9042857142857144,-3.9571428571428573,-4.047142857142857,-3.0814285714285714,-0.8414285714285714,1.13,3.7514285714285713,E1
12/21/23 20:00,2023-12-22T01:30:00Z,-6.4875,-1.93875,-5.80625,-5.4225,-5.88375,-5.936249999999999,-6.13375,-5.96875,-4.915,-1.525,1.13,3.80625,E1
12/21/23 21:00,2023-12-22T02:30:00Z,-9.185714285714285,-4.412857142857143,-8.357142857142858,-8.6,-8.678571428571429,-8.67,-8.768571428571429,-8.43,-7.28,-2.841428571428571,1.147142857142857,3.69,E1
12/21/23 22:00,2023-12-22T03:30:00Z,-9.9625,-6.35375,-9.0325,-9.125,-9.275,-9.2525,-9.33,-9.05625,-8.0875,-3.8449999999999998,1.10375,3.675,E1
12/21/23 23:00,2023-12-22T04:30:00Z,-10.4,-7.428571428571429,-9.52,-9.581428571428571,-9.734285714285715,-9.727142857142857,-9.814285714285715,-9.547142857142857,-8.591428571428573,-4.518571428571429,1.0171428571428571,3.6385714285714283,E1
12/22/23 00:00,2023-12-22T05:30:00Z,-10.8375,-8.18875,-9.852500000000001,-9.95375,-10.0625,-10.10375,-10.165,-9.846250000000001,-8.7425,-4.6675,0.9099999999999999,3.63,E1
12/22/23 01:00,2023-12-22T06:30:00Z,-11.157142857142857,-8.751428571428571,-10.118571428571428,-10.125714285714286,-10.305714285714286,-10.332857142857144,-10.402857142857142,-10.09,-9.054285714285715,-4.921428571428572,0.8200000000000001,3.5514285714285716,E1
12/22/23 02:00,2023-12-22T07:30:00Z,-11.4,-9.1025,-10.385,-10.4125,-10.555,-10.5725,-10.62625,-10.321250000000001,-9.25875,-5.17375,0.75,3.5,E1
12/22/23 03:00,2023-12-22T08:30:00Z,-11.5,-9.358571428571429,-10.482857142857142,-10.572857142857144,-10.654285714285715,-10.67142857142857,-10.732857142857142,-10.44,-9.412857142857144,-5.348571428571429,0.6557142857142857,3.4828571428571427,E1
12/22/23 04:00,2023-12-22T09:30:00Z,-11.225,-9.4025,-10.32875,-10.32875,-10.43125,-10.440000000000001,-10.54125,-10.205,-9.17125,-5.44,0.54625,3.4325,E1
12/22/23 05:00,2023-12-22T10:30:00Z,-11.414285714285715,-9.465714285714286,-10.5,-10.448571428571428,-10.551428571428572,-10.618571428571428,-10.68142857142857,-10.302857142857142,-9.13857142857143,-5.37,0.4742857142857143,3.38,E1
12/22/23 06:00,2023-12-22T11:30:00Z,-11.6375,-9.633750000000001,-10.721250000000001,-10.57125,-10.775,-10.873750000000001,-10.92375,-10.55625,-9.40875,-5.4925,0.425,3.3275,E1
12/22/23 07:00,2023-12-22T12:30:00Z,-11.685714285714285,-9.784285714285714,-10.647142857142859,-10.544285714285714,-10.635714285714286,-10.707142857142857,-10.768571428571429,-10.394285714285715,-9.197142857142858,-5.465714285714286,0.34,3.275714285714286,E1
12/22/23 08:00,2023-12-22T13:30:00Z,-11.275,-9.69625,-10.33875,-10.252500000000001,-10.3225,-10.37625,-10.4525,-10.10375,-9.026250000000001,-5.447500000000001,0.2875,3.25,E1
12/22/23 09:00,2023-12-22T14:30:00Z,-11,-9.491428571428571,-10.26,-10.181428571428572,-10.208571428571428,-10.277142857142858,-10.347142857142858,-10.01,-8.965714285714286,-5.491428571428571,0.23285714285714285,3.1985714285714284,E1
12/22/23 10:00,2023-12-22T15:30:00Z,-10.8125,-9.3375,-10.06375,-10.055,-10.0175,-10.07,-10.14125,-9.7975,-8.758750000000001,-5.44,0.175,3.1675,E1
12/22/23 11:00,2023-12-22T16:30:00Z,-10.642857142857142,-9.155714285714286,-10.072857142857144,-10.027142857142858,-10.035714285714286,-10.110000000000001,-10.161428571428571,-9.814285714285715,-8.741428571428571,-5.44,0.14714285714285716,3.13,E1
12/22/23 12:00,2023-12-22T17:30:07Z,-10.525,-9.04125,-9.80625,-9.76,-9.72,-9.790000000000001,-9.8775,-9.525,-8.477500000000001,-5.3549999999999995,0.095,3.0612500000000002,E1
12/22/23 13:00,2023-12-22T18:31:00Z,-9.67142857142857,-8.554285714285715,-8.884285714285715,-8.678571428571429,-8.715714285714286,-8.77,-8.84142857142857,-8.537142857142857,-7.661428571428571,-5.047142857142857,0.06,3.025714285714286,E1
12/22/23 14:00,2023-12-22T19:31:00Z,-8.1125,-7.31375,-6.9075,-6.4175,-6.65625,-6.6425,-6.765,-6.547499999999999,-5.891249999999999,-4.2975,0.0225,3.1175,E1
12/22/23 15:00,2023-12-22T20:31:00Z,-5.6,-4.714285714285714,-4,-3.4757142857142855,-4.241428571428571,-4.224285714285714,-4.304285714285714,-4.2057142857142855,-3.7871428571428574,-3.1871428571428573,0.017142857142857144,3,E1
12/22/23 16:00,2023-12-22T21:31:00Z,-3.1999999999999997,-1.53875,-0.66375,2.3375,-0.405,-0.39,-0.50875,-0.67875,-0.25125,-1.15,0.06,2.9625,E1
12/22/23 17:00,2023-12-22T22:31:00Z,-2.342857142857143,2.01,0.8114285714285714,3.0028571428571427,0.07999999999999999,-0.19857142857142857,-0.24142857142857144,-0.21285714285714286,0.3585714285714286,-0.33285714285714285,0.12000000000000001,2.94,E1
12/22/23 18:00,2023-12-22T23:27:42Z,-1.2,5.081428571428571,1.9128571428571428,4.402857142857143,1.18,0.83,0.7514285714285714,0.5171428571428571,0.8128571428571428,0.025714285714285714,0.19,2.94,E1
12/22/23 19:00,2023-12-23T00:28:00Z,-1.0625,5.21125,0.7125,1.10125,0.18874999999999997,0.08500000000000002,-0.07,-0.08625,0.29625,-0.025,0.2725,2.94,E1
12/22/23 20:00,2023-12-23T01:28:17Z,-1.9142857142857144,3.85,-0.4557142857142857,-0.7585714285714286,-1.3857142857142857,-1.6885714285714286,-1.7328571428571429,-1.6614285714285715,-1.1428571428571428,-0.25285714285714284,0.33,2.94,E1
12/22/23 21:00,2023-12-23T02:29:00Z,-4.2,1.07125,-3.6825,-4.46875,-4.14875,-4.235,-4.26625,-3.9325,-2.89375,-0.6175,0.4175,2.985,E1
12/22/23 22:00,2023-12-23T03:29:00Z,-5.4714285714285715,-1.4657142857142857,-4.982857142857143,-5.518571428571429,-5.287142857142857,-5.207142857142857,-5.241428571428571,-4.912857142857143,-3.8771428571428572,-0.9571428571428571,0.4742857142857143,3,E1
12/22/23 23:00,2023-12-23T04:29:00Z,-6.225,-3.0175,-5.8525,-6.3275,-6.095,-5.98625,-6.0725,-5.74375,-4.68125,-1.54875,0.5075000000000001,3.2175000000000002,E1
12/23/23 00:00,2023-12-23T05:29:34Z,-6.8428571428571425,-4.127142857142857,-6.6242857142857146,-6.965714285714285,-6.857142857142857,-6.645714285714286,-6.795714285714285,-6.4399999999999995,-5.3757142857142854,-2.1714285714285713,0.5257142857142857,3.117142857142857,E1
12/23/23 01:00,2023-12-23T06:30:00Z,-7.1875,-4.88375,-6.72125,-7.078749999999999,-6.89875,-6.8275,-6.925,-6.62625,-5.66875,-2.64125,0.5075000000000001,3.21125,E1
12/23/23 02:00,2023-12-23T07:30:00Z,-7.185714285714286,-5.215714285714286,-6.698571428571428,-7.135714285714286,-6.9314285714285715,-6.841428571428572,-6.938571428571429,-6.671428571428572,-5.804285714285714,-2.9828571428571427,0.5,3.18,E1
12/23/23 03:00,2023-12-23T08:30:00Z,-7.0625,-5.35375,-6.7725,-7.1425,-7.03125,-6.9,-6.98375,-6.71125,-5.87,-3.2199999999999998,0.4775,3.1725,E1
12/23/23 04:00,2023-12-23T09:30:00Z,-7.257142857142857,-5.465714285714286,-7.03,-7.365714285714286,-7.188571428571429,-7.054285714285714,-7.188571428571429,-6.928571428571428,-6.098571428571429,-3.412857142857143,0.43142857142857144,3.142857142857143,E1
12/23/23 05:00,2023-12-23T10:30:00Z,-7.4375,-5.6675,-7.095,-7.4325,-7.2825,-7.03375,-7.2575,-6.985,-6.19,-3.58875,0.38,3.05625,E1
12/23/23 06:00,2023-12-23T11:30:00Z,-7.442857142857143,-5.75,-7.098571428571429,-7.45,-7.3028571428571425,-7.1257142857142854,-7.285714285714286,-7.01,-6.232857142857143,-3.7071428571428573,0.32,3.0542857142857143,E1
12/23/23 07:00,2023-12-23T12:30:15Z,-7.4,-5.765,-7.07,-7.4,-7.30375,-6.9625,-7.28125,-7.02375,-6.25,-3.795,0.2725,2.94,E1
12/23/23 08:00,2023-12-23T13:31:00Z,-7.328571428571428,-5.715714285714286,-6.92,-7.154285714285714,-7.072857142857143,-6.938571428571429,-7.082857142857143,-6.841428571428572,-6.142857142857143,-3.84,0.23285714285714285,3.0557142857142856,E1
12/23/23 09:00,2023-12-23T14:31:00Z,-7.2749999999999995,-5.645,-7.0175,-7.3149999999999995,-7.1975,-6.97,-7.19125,-6.9399999999999995,-6.21375,-3.8762499999999998,0.16,2.9725,E1
12/23/23 10:00,2023-12-23T15:31:00Z,-7.3,-5.707142857142857,-6.912857142857143,-7.115714285714286,-7.09,-6.992857142857143,-7.08,-6.831428571428571,-6.124285714285714,-3.914285714285714,0.13,3.1,E1
12/23/23 11:00,2023-12-23T16:31:00Z,-6.85,-5.453749999999999,-6.275,-6.3462499999999995,-6.37625,-6.3125,-6.39875,-6.172499999999999,-5.5725,-3.7512499999999998,0.095,3.065,E1
